pincode,industry_category,industry_category_link,business_link,business_name,business_description,business_category,ISIC_code,business_address,phone_num,website,city,postal,administrative_region,country,placeID,facebook,google,twitter,instagram,linkedIn,foursquare,youtube,pinterest
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/sri-narava-prasanna-anjaneyaswamy-temple,"Sri Narava Prasanna Anjaneyaswamy Temple, Yadavalli Konda Narava","Sri Narava Prasanna Anjaneyaswamy Temple, Yadavalli Konda Narava is located in Markapur. Sri Narava Prasanna Anjaneyaswamy Temple, Yadavalli Konda Narava is working in Hindu temples, Religion activities.","['Activities of religious organizations', 'Hindu temple']",['9491'],"Dornala-AtmakurRd,Ayinamukkala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJB3SLGvFAtTsRQPzP0ryW4og,,https://www.google.com/maps/?cid=9863611871629671488,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/vasavi-kanyaka-parameswari-temple_5M,"Vasavi Kanyaka Parameswari Temple, Thimmapuram","Vasavi Kanyaka Parameswari Temple, Thimmapuram is located in Markapur. Vasavi Kanyaka Parameswari Temple, Thimmapuram is working in Hindu temples, Religion activities. You can contact the company at 094481 66042.","['Hindu temple', 'Activities of religious organizations']",['9491'],"ThimmapuramMainroad,Doranala,AndhraPradesh523331,India",9448166042,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJOayzuLhAtTsRXjkMyQYtO_Q,,https://www.google.com/maps/?cid=17598709476046420318,,,,,,
523331,Hindu temple,https://www.cybo.com/IN-pin-code/523331_markapur/hindu-temple/,https://www.cybo.com/IN-biz/sri-lakshmi-narasimha-swami-vari,Sri Lakshmi Narasimha Swami Vari Devastanam,Sri Lakshmi Narasimha Swami Vari Devastanam is located in Markapur. Sri Lakshmi Narasimha Swami Vari Devastanam is working in Hindu temples activities. You can contact the company at 094407 19224.,['Hindu temple'],['9491'],"Doranala,AndhraPradesh523331,India",9440719224,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJk5CXvcdAtTsRjaSwn_cWY-4,,https://www.google.com/maps/?cid=17177598656513090701,,,,,,
523331,Mosques,https://www.cybo.com/IN-pin-code/523331_markapur/mosques/,https://www.cybo.com/IN-biz/masjid-e-abubakar_12Y,Masjid E Abubakar,Masjid E Abubakar is located in Markapur. Masjid E Abubakar is working in Mosques activities.,['Mosques'],['9491'],"Doranala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJE-zA27xBtTsR-YArDePWYfs,,https://www.google.com/maps/?cid=18113995446927720697,,,,,,
523331,Other membership organizations,https://www.cybo.com/IN-pin-code/523331_markapur/other-membership-organizations/,https://www.cybo.com/IN-biz/sai-mithra-homes-appartments,Sai Mithra Homes(Appartments.,"Sai Mithra Homes(Appartments. is located in Markapur. Sai Mithra Homes(Appartments. is working in Repair other, Apartments, Churches, Other membership organizations activities.","['Churches', 'Activities of other membership organizations n.e.c.', 'Repair of household appliances and home and garden equipment', 'Apartments']","['6820', '9491', '9499', '9522']","NH765,Doranala,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJqTF8NsRAtTsRkgTgHb-a79A,,https://www.google.com/maps/?cid=15055422224953509010,,,,,,
523331,Police and law enforcement,https://www.cybo.com/IN-pin-code/523331_markapur/police-and-law-enforcement/,https://www.cybo.com/IN-biz/police-station_2560y,Police Station,Police Station is located in Markapur. Police Station is working in Police and law enforcement activities.,['Police and law enforcement'],['8423'],"Doranala,AndhraPradesh523331,India",,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJeaRYU8ZAtTsRkVYGWSrdxxg,,https://www.google.com/maps/?cid=1785638951227643537,,,,,,
523331,Post Office,https://www.cybo.com/IN-pin-code/523331_markapur/post-office/,https://www.cybo.com/IN-biz/post-office_3560b,Post Office,Post Office is located in Markapur. Post Office is working in Post Office activities. You can find more information about Post Office at www.indiapost.gov.in.,['Postal activities'],['5310'],"Yadavalli,AndhraPradesh523331,India",,www.indiapost.gov.in,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJ3fPpRAEpSzoR3w7PdMYbMyo,,https://www.google.com/maps/?cid=3040804712582418143,,,,,,
523331,Religion,https://www.cybo.com/IN-pin-code/523331_markapur/religion/,https://www.cybo.com/IN-biz/ishta-kameshwari-devi-temple,Ishta Kameshwari Devi Temple.,Ishta Kameshwari Devi Temple. is located in Markapur. Ishta Kameshwari Devi Temple. is working in Hindu temples activities.,['Hindu temple'],['9491'],"Nekkanti,AndhraPradesh523331,India",,,markapur,,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJlQZ6r7RntTsRjchB7bMlYRQ,,https://www.google.com/maps/?cid=1468496408209377421,,,,,,
523331,Religion,https://www.cybo.com/IN-pin-code/523331_markapur/religion/,https://www.cybo.com/IN-biz/lord-ganapathi-temple_3U,Lord Ganapathi Temple,"Lord Ganapathi Temple is located in Srisailam. Lord Ganapathi Temple is working in Hindu temples, Religion activities.","['Hindu temple', 'Activities of religious organizations']",['9491'],"GhatEntrance,Srisailam,AndhraPradesh523331,India",,,srisailam,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJGemF0CdBtTsRH1dO1wBibZM,,https://www.google.com/maps/?cid=10623254851788625695,,,,,,
523331,Religion,https://www.cybo.com/IN-pin-code/523331_markapur/religion/,https://www.cybo.com/IN-biz/sri-shirdi-sai-baba-temple_42j,Sri Shirdi Sai Baba Temple,"Sri Shirdi Sai Baba Temple is located in Markapur. Sri Shirdi Sai Baba Temple is working in Hindu temples, Religion activities.","['Activities of religious organizations', 'Hindu temple']",['9491'],"NH765,Doranala,AndhraPradesh523331,India",,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJxaQCTMRAtTsRUiDqy8VCDIA,,https://www.google.com/maps/?cid=9226823153872412754,,,,,,
523331,Religion,https://www.cybo.com/IN-pin-code/523331_markapur/religion/,https://www.cybo.com/IN-biz/ammavarisala_3Z,Ammavarisala,"Ammavarisala is located in Markapur. Ammavarisala is working in Hindu temples, Religion activities.","['Activities of religious organizations', 'Hindu temple']",['9491'],"Doranala,AndhraPradesh523331,India",,,markapur,523331,andhra pradesh,india,https://www.google.com/maps/embed/v1/place?key=AIzaSyDYvedcGYRbC36tQyQk40XZAwTui51G9uQ&q=place_id:ChIJJcRdH8dAtTsRQwnxsiYhrko,,https://www.google.com/maps/?cid=5381275054848936259,,,,,,
